Артикул;Наименование;Бренд;Николаевская обл.;Одесская обл;Запорожская обл.;Киевская обл.;Херсонская обл.;Цена;Валюта
"LX819";"Фильтр воздушный Mahle";"MAHLE FILTERS";"0";"0";"1";"2";"0";"8.81";"EUR"
"LX823";"Фильтр воздушный Mahle";"MAHLE FILTERS";"0";"0";"0";"1";"0";"14.21";"EUR"
"LX824";"Фильтр воздушный Mahle";"MAHLE FILTERS";"3";"1";"0";"2";"1";"8.94";"EUR"
"LX827";"Фильтр воздушный Mahle Lanos";"MAHLE FILTERS";"3";"1";"5";"2";"2";"4.52";"EUR"
"LX828";"Фильтр воздушный Mahle";"MAHLE FILTERS";"1";"0";"0";"0";"0";"5.57";"EUR"
"LX829";"Фильтр воздушный Mahle";"MAHLE FILTERS";"1";"0";"0";"0";"0";"5.08";"EUR"
"LX832";"Фильтр воздушный Mahle";"MAHLE FILTERS";"2";"0";"0";"1";"0";"54.86";"EUR"
"LX846";"Фильтр воздушный Mahle";"MAHLE FILTERS";"0";"0";"1";"1";"1";"6.51";"EUR"
"LX852";"Фильтр воздушный Mahle";"MAHLE FILTERS";"0";"0";"0";"1";"0";"6.33";"EUR"
"LX853";"Фильтр воздушный Mahle";"MAHLE FILTERS";"1";"0";"0";"1";"0";"5.93";"EUR"
"LX855";"Фильтр воздушный Mahle";"MAHLE FILTERS";"1";"0";"0";"1";"0";"8.54";"EUR"
"LX857";"Фильтр воздушный Mahle";"MAHLE FILTERS";"0";"0";"0";"1";"0";"9.19";"EUR"
"LX862";"Фильтр воздушный Mahle";"MAHLE FILTERS";"1";"1";"0";"0";"0";"6.15";"EUR"
"LX864";"Фильтр воздушный Mahle";"MAHLE FILTERS";"3";"2";"1";"2";"2";"7.94";"EUR"
"LX876";"Фильтр воздушный Mahle";"MAHLE FILTERS";"2";"1";"0";"2";"0";"14.80";"EUR"
"LX877";"Фильтр воздушный Mahle";"MAHLE FILTERS";"4";"0";"0";"0";"2";"3.84";"EUR"
"LX883";"Фильтр воздушный Mahle";"MAHLE FILTERS";"1";"0";"0";"1";"0";"10.21";"EUR"
"LX920";"Фильтр воздушный Mahle";"MAHLE FILTERS";"0";"0";"0";"1";"0";"5.57";"EUR"
"LX935";"Фильтр воздушный Mahle";"MAHLE FILTERS";">10";"2";"1";"6";"3";"5.46";"EUR"
"LX936";"Фильтр воздушный Mahle";"MAHLE FILTERS";"1";"1";"2";"0";"0";"6.50";"EUR"
"LX939";"Фильтр воздушный Mahle";"MAHLE FILTERS";"1";"0";"0";"0";"0";"10.99";"EUR"
"LX941";"Фильтр воздушный Mahle";"MAHLE FILTERS";"0";"0";"1";"1";"0";"8.52";"EUR"
"LX944";"Фильтр воздушный Mahle";"MAHLE FILTERS";"5";"2";"2";"3";"1";"11.34";"EUR"
"LX946";"Фильтр воздушный Mahle";"MAHLE FILTERS";"1";"0";"0";"1";"0";"7.72";"EUR"
"LX957/3";"Фильтр воздушный Mahle";"MAHLE FILTERS";"0";"0";"2";"1";"0";"8.67";"EUR"
"LX96";"Фильтр воздушный Mahle";"MAHLE FILTERS";"0";"0";"0";"1";"0";"7.98";"EUR"
"LX97";"Фильтр воздушный Mahle";"MAHLE FILTERS";"1";"0";"0";"1";"0";"13.72";"EUR"
"LX977D";"Фильтр воздушный Mahle";"MAHLE FILTERS";"0";"0";"0";"2";"0";"8.92";"EUR"
"LX979";"Фильтр воздушный Mahle";"MAHLE FILTERS";"0";"0";"0";"1";"0";"10.25";"EUR"
"LX981";"Фильтр воздушный Mahle";"MAHLE FILTERS";"1";"1";"0";"1";"0";"13.26";"EUR"
"LX989";"Фильтр воздушный Mahle";"MAHLE FILTERS";"2";"1";"0";"1";"2";"5.47";"EUR"
"LX99";"Фильтр воздушный Mahle";"MAHLE FILTERS";"0";"0";"0";"1";"0";"18.26";"EUR"
"LX993";"Фильтр воздушный Mahle";"MAHLE FILTERS";"0";"0";"0";"1";"0";"7.66";"EUR"
"LX997";"Фильтр воздушный Mahle";"MAHLE FILTERS";"2";"1";"0";"1";"0";"8.24";"EUR"
"LX998";"Фильтр воздушный Mahle";"MAHLE FILTERS";"0";"0";"1";"1";"0";"7.69";"EUR"
"OC1";"Фильтр масляный Mahle";"MAHLE FILTERS";"0";"0";"0";"1";"0";"5.41";"EUR"
"OC100";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"4";"2";">10";"0";"4.07";"EUR"
"OC1014";"Фильтр масляный Mahle";"MAHLE FILTERS";"1";"0";"0";"1";"0";"5.38";"EUR"
"OC105";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"2";"3";">10";"5";"5.90";"EUR"
"OC1051";"OC244 Фильтр масляный Mahle";"MAHLE FILTERS";">10";"9";"7";">10";">10";"3.56";"EUR"
"OC1052";"Фильтр масляный Mahle";"MAHLE FILTERS";"0";"0";"1";"1";"3";"5.03";"EUR"
"OC1053";"Фильтр масляный Mahle";"MAHLE FILTERS";"4";"2";"0";"3";"1";"7.07";"EUR"
"OC1063";"OC466 Фильтр масляный Mahle";"MAHLE FILTERS";">10";"4";"3";"6";"7";"5.82";"EUR"
"OC109/1";"Фильтр масляный Mahle";"MAHLE FILTERS";"0";"0";"3";">10";"4";"2.61";"EUR"
"OC110";"Фильтр масляный Mahle";"MAHLE FILTERS";"4";"2";"1";"2";"0";"3.78";"EUR"
"OC110OF";"Фильтр масляный Mahle";"MAHLE FILTERS";"3";"2";"4";"2";"0";"4.14";"EUR"
"OC115";"OC617 Фильтр масляный Mahle";"MAHLE FILTERS";"8";"5";"2";"2";"1";"3.84";"EUR"
"OC120";"Фильтр масляный Mahle";"MAHLE FILTERS";"0";"0";"0";"1";"0";"3.72";"EUR"
"OC121";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";">10";"2";">10";"5";"7.07";"EUR"
"OC133";"Фильтр масляный Mahle";"MAHLE FILTERS";"8";"0";"0";"3";"1";"5.98";"EUR"
"OC140";"Фильтр масляный Mahle";"MAHLE FILTERS";"6";"1";"1";"2";"1";"5.11";"EUR"
"OC194";"Фильтр масляный Mahle";"MAHLE FILTERS";"1";"0";"2";"3";"0";"5.01";"EUR"
"OC195";"OC285 Фильтр масляный Mahle";"MAHLE FILTERS";">10";">10";">10";">10";">10";"2.89";"EUR"
"OC196";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"10";">10";">10";">10";"3.00";"EUR"
"OC199";"Фильтр масляный Mahle";"MAHLE FILTERS";"0";"1";"0";"0";"0";"5.26";"EUR"
"OC203";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"3";"1";"2";"2";"4.48";"EUR"
"OC204";"Фильтр масляный Mahle";"MAHLE FILTERS";"1";"0";"1";"1";"1";"3.42";"EUR"
"OC205";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";">10";"10";">10";"0";"3.25";"EUR"
"OC206";"Фильтр масляный Mahle";"MAHLE FILTERS";"4";"2";"1";"5";"1";"10.57";"EUR"
"OC214";"Фильтр масляный Mahle";"MAHLE FILTERS";"1";"0";"0";"0";"0";"10.97";"EUR"
"OC215";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"7";"2";">10";"9";"2.90";"EUR"
"OC217";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";">10";"6";">10";">10";"3.16";"EUR"
"OC217/6";"OC217/5 Масляный фильтр";"MAHLE FILTERS";"6";"2";"1";"5";"0";"3.62";"EUR"
"OC218";"Фильтр масляный Mahle";"MAHLE FILTERS";"9";"3";"3";">10";"0";"3.12";"EUR"
"OC221";"Фильтр масляный Mahle";"MAHLE FILTERS";"1";"0";"0";"0";"0";"6.20";"EUR"
"OC222";"Фильтр масляный Mahle";"MAHLE FILTERS";"1";"0";"0";"1";"0";"3.92";"EUR"
"OC230";"Фильтр масляный Mahle";"MAHLE FILTERS";"2";"0";"2";"7";"1";"3.54";"EUR"
"OC232";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"1";"0";">10";"10";"5.63";"EUR"
"OC236";"Фильтр масляный Mahle OC477";"MAHLE FILTERS";">10";"0";"1";"1";"3";"5.13";"EUR"
"OC23OF";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"1";"3";"5";"0";"3.45";"EUR"
"OC242";"Фильтр масляный Mahle";"MAHLE FILTERS";"1";"1";"0";"1";"0";"3.61";"EUR"
"OC248";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"4";"2";">10";"1";"10.07";"EUR"
"OC26";"Фильтр масляный Mahle";"MAHLE FILTERS";"0";"0";"0";"1";"0";"5.23";"EUR"
"OC262";"Фильтр масляный Mahle OC249";"MAHLE FILTERS";"0";"1";"1";"0";"1";"5.05";"EUR"
"OC264";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";">10";"6";">10";">10";"3.97";"EUR"
"OC265";"Фильтр масляный";"MAHLE FILTERS";"1";"0";"0";"1";"0";"4.99";"EUR"
"OC267";"Фильтр масляный Mahle";"MAHLE FILTERS";"5";"3";"1";"2";"2";"10.92";"EUR"
"OC271";"Фильтр масляный Mahle";"MAHLE FILTERS";"4";"0";"0";"1";"0";"4.30";"EUR"
"OC272";"Фильтр масляный Mahle";"MAHLE FILTERS";"0";"0";"0";"1";"0";"4.89";"EUR"
"OC273";"Фильтр масляный Mahle";"MAHLE FILTERS";"0";"0";"0";"1";"1";"6.85";"EUR"
"OC274";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";">10";"4";">10";"9";"7.06";"EUR"
"OC275";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"4";"1";">10";"1";"8.27";"EUR"
"OC282";"Фильтр масляный Mahle";"MAHLE FILTERS";"6";"3";"1";"7";"1";"11.87";"EUR"
"OC286";"Фильтр масляный Mahle";"MAHLE FILTERS";"5";"1";"0";"1";"0";"6.24";"EUR"
"OC287";"Фильтр масляный Mahle";"MAHLE FILTERS";"1";"0";"0";"1";"0";"7.14";"EUR"
"OC289";"Фильтр масляный Mahle";"MAHLE FILTERS";"3";"2";"0";"3";"1";"21.22";"EUR"
"OC292";"Фильтр масляный Mahle";"MAHLE FILTERS";"1";"0";"0";"0";"0";"3.52";"EUR"
"OC295";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";">10";"2";">10";"6";"3.21";"EUR"
"OC297";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"3";"2";">10";"4";"12.20";"EUR"
"OC30";"Фильтр масляный Mahle";"MAHLE FILTERS";"4";"4";"1";"0";"1";"6.38";"EUR"
"OC326";"Фильтр масляный Mahle";"MAHLE FILTERS";"1";"0";"0";"1";"0";"11.16";"EUR"
"OC33";"Фильтр масляный Mahle";"MAHLE FILTERS";"4";"1";"1";"3";"1";"4.29";"EUR"
"OC369";"Фильтр масляный Mahle";"MAHLE FILTERS";"2";"0";"0";"2";"0";"6.35";"EUR"
"OC37";"Фильтр масляный Mahle";"MAHLE FILTERS";"0";"0";"0";"1";"0";"6.64";"EUR"
"OC383";"Фильтр масляный Lada 2101-07 Mahle";"MAHLE FILTERS";">10";">10";">10";">10";">10";"2.39";"EUR"
"OC384";"Фильтр масляный Samara 2108-09 Mahle";"MAHLE FILTERS";">10";">10";">10";">10";">10";"2.40";"EUR"
"OC405/3";"Фильтр масляный Mahle";"MAHLE FILTERS";"9";"2";"3";"4";"3";"2.77";"EUR"
"OC456";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"4";"7";">10";">10";"7.65";"EUR"
"OC457";"Фильтр масляный Mahle";"MAHLE FILTERS";"1";"0";"0";"1";"0";"7.22";"EUR"
"OC458";"Фильтр масляный Mahle";"MAHLE FILTERS";"1";"1";"1";"1";"0";"5.57";"EUR"
"OC460";"Фильтр масляный Mahle";"MAHLE FILTERS";"3";"1";"1";"1";"0";"4.87";"EUR"
"OC467";"Фильтр масляный Mahle OC309";"MAHLE FILTERS";">10";">10";"4";">10";"10";"3.41";"EUR"
"OC47";"Фильтр масляный Mahle OC85";"MAHLE FILTERS";">10";"2";"2";"8";"3";"2.83";"EUR"
"OC470";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"3";"3";">10";"4";"6.48";"EUR"
"OC474";"Фильтр масляный Mahle";"MAHLE FILTERS";"2";"0";"0";"1";"1";"29.14";"EUR"
"OC475";"Фильтр масляный Mahle OC259";"MAHLE FILTERS";"0";"0";"0";"2";"0";"3.68";"EUR"
"OC476";"Фильтр масляный Mahle";"MAHLE FILTERS";"1";"1";"0";"1";"0";"8.94";"EUR"
"OC478";"Фильтр масляный Mahle";"MAHLE FILTERS";"0";"0";"4";">10";"0";"3.23";"EUR"
"OC479";"Фильтр масляный Mahle";"MAHLE FILTERS";"10";"2";"2";"2";"0";"4.53";"EUR"
"OC47OF";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"9";"3";">10";"3";"2.72";"EUR"
"OC485";"OC311 Фильтр масляный Mahle";"MAHLE FILTERS";"7";"3";"3";"10";"2";"7.72";"EUR"
"OC486";"Фильтр масляный Mahle";"MAHLE FILTERS";"4";"1";"0";"2";"1";"7.46";"EUR"
"OC501";"Фильтр масляный Mahle OC106/OC96/OC18/OC74";"MAHLE FILTERS";"0";"0";"0";"1";"1";"3.03";"EUR"
"OC503";"OC2 Фильтр топливный Mahle";"MAHLE FILTERS";"1";"0";"0";"1";"0";"6.00";"EUR"
"OC51";"Фильтр масляный Mahle";"MAHLE FILTERS";"0";"0";"2";">10";"0";"4.75";"EUR"
"OC51OF";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"0";"7";">10";">10";"3.90";"EUR"
"OC52";"Фильтр масляный Mahle";"MAHLE FILTERS";"1";"0";"0";"0";"0";"4.30";"EUR"
"OC526";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"4";"1";">10";"7";"4.65";"EUR"
"OC534";"OC216 Фильтр масляный Mahle";"MAHLE FILTERS";">10";"6";"5";">10";">10";"3.18";"EUR"
"OC535";"Фильтр масляный Mahle";"MAHLE FILTERS";"4";"1";"2";"6";"1";"5.87";"EUR"
"OC540";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"1";"1";"3";"3";"7.21";"EUR"
"OC570";"Фильтр масляный Mahle OC616";"MAHLE FILTERS";"0";"0";"1";"0";"1";"9.43";"EUR"
"OC571";"Фильтр масляный";"MAHLE FILTERS";"4";"1";"0";"2";"0";"9.56";"EUR"
"OC575";"Фильтр масляный";"MAHLE FILTERS";"5";"2";"4";"8";"0";"4.10";"EUR"
"OC582";"Фильтр масляный Mahle";"MAHLE FILTERS";"0";"0";"0";"1";"0";"9.44";"EUR"
"OC593/3";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"6";"3";"9";"4";"5.08";"EUR"
"OC593/4";"Фильтр масляный Mahle";"MAHLE FILTERS";"10";"1";"2";"3";"2";"6.63";"EUR"
"OC60";"Фильтр масляный Mahle";"MAHLE FILTERS";"0";"0";"1";"0";"0";"6.81";"EUR"
"OC601";"Фильтр масляный Mahle";"MAHLE FILTERS";"1";"1";"0";"1";"0";"6.66";"EUR"
"OC602";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"1";"1";"1";"2";"9.76";"EUR"
"OC606";"Фильтр масляный Mahle OC266";"MAHLE FILTERS";">10";">10";"5";">10";">10";"3.45";"EUR"
"OC614";"Фильтр масляный Mahle";"MAHLE FILTERS";"0";"2";"1";"4";"1";"5.85";"EUR"
"OC617";"OC115 Фильтр масляный Mahle";"MAHLE FILTERS";">10";">10";"9";">10";"9";"2.45";"EUR"
"OC65";"Фильтр масляный Mahle";"MAHLE FILTERS";"2";"0";"0";"1";"1";"5.57";"EUR"
"OC67";"Фильтр масляный Mahle";"MAHLE FILTERS";"4";"2";"0";"2";"1";"5.56";"EUR"
"OC727";"OC471 Фильтр масляный Mahle";"MAHLE FILTERS";"6";"6";"1";"2";"4";"4.57";"EUR"
"OC83";"Фильтр масляный Mahle";"MAHLE FILTERS";"0";"0";"0";"1";"0";"4.21";"EUR"
"OC90";"Фильтр масляный Mahle Lanos/Aveo";"MAHLE FILTERS";"0";"8";"0";"0";">10";"2.40";"EUR"
"OC90OF";"Фильтр масляный Mahle Lanos/Aveo";"MAHLE FILTERS";">10";">10";">10";">10";">10";"1.66";"EUR"
"OC93";"Фильтр масляный Mahle";"MAHLE FILTERS";"1";"0";"0";"2";"0";"3.39";"EUR"
"OC976";"Фильтр масляный Mahle OC310";"MAHLE FILTERS";">10";"3";"4";"3";"9";"3.22";"EUR"
"OC98";"Фильтр масляный Mahle";"MAHLE FILTERS";"3";"0";"0";"2";"0";"4.33";"EUR"
"OC981";"Фильтр масляный Mahle OC82 OC231";"MAHLE FILTERS";"0";"0";"0";"1";"3";"3.92";"EUR"
"OC983";"Фильтр масляный Mahle OC66";"MAHLE FILTERS";"9";"4";"2";"0";"1";"3.62";"EUR"
"OC986";"Фильтр масляный Mahle OC259";"MAHLE FILTERS";"2";"3";"1";"2";"1";"3.97";"EUR"
"OC99";"Фильтр масляный Mahle";"MAHLE FILTERS";"0";"0";"0";"1";"0";"4.75";"EUR"
"OC99OF";"Фильтр масляный Mahle";"MAHLE FILTERS";"2";"1";"0";"1";"1";"4.64";"EUR"
"OX103D";"Фильтр масляный Mahle";"MAHLE FILTERS";"0";"0";"0";"1";"0";"7.76";"EUR"
"OX121D";"Фильтр масляный Mahle";"MAHLE FILTERS";"1";"0";"0";"1";"0";"8.11";"EUR"
"OX122D";"Фильтр масляный Mahle";"MAHLE FILTERS";"1";"0";"0";"0";"1";"6.19";"EUR"
"OX123/1D";"Фильтр масляный Mahle MB Sprinter";"MAHLE FILTERS";">10";"5";"10";">10";"9";"5.10";"EUR"
"OX126D";"Фильтр масляный Mahle";"MAHLE FILTERS";"1";"1";"1";"1";"0";"7.42";"EUR"
"OX127/1D";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"0";"2";"2";"1";"4.66";"EUR"
"OX128/1D";"Фильтр масляный Mahle";"MAHLE FILTERS";"5";"1";"2";"0";"1";"8.53";"EUR"
"OX133D";"Фильтр масляный Mahle MB Sprinter";"MAHLE FILTERS";">10";">10";"4";">10";"8";"3.74";"EUR"
"OX137D";"Фильтр масляный Mahle";"MAHLE FILTERS";"2";"2";"2";"2";"2";"5.30";"EUR"
"OX137D2";"Фильтр масляный Mahle";"MAHLE FILTERS";"1";"0";"0";"0";"0";"7.32";"EUR"
"OX138D";"Фильтр масляный Mahle";"MAHLE FILTERS";"2";"0";"0";"1";"0";"3.67";"EUR"
"OX143D";"Фильтр масляный Mahle";"MAHLE FILTERS";"7";"9";"5";">10";"8";"3.47";"EUR"
"OX146D";"Фильтр масляный Mahle";"MAHLE FILTERS";"1";"1";"2";"5";"2";"7.14";"EUR"
"OX149D";"Фильтр масляный Mahle";"MAHLE FILTERS";"0";"0";"2";"0";"1";"4.19";"EUR"
"OX150D";"Фильтр масляный Mahle";"MAHLE FILTERS";"10";"3";"7";"6";"3";"4.87";"EUR"
"OX150D1";"Фильтр масляный Mahle";"MAHLE FILTERS";"0";"0";"0";"1";"0";"5.79";"EUR"
"OX153/7D";"Фильтр масляный Mahle MB Sprinter";"MAHLE FILTERS";">10";"7";"0";">10";"4";"4.50";"EUR"
"OX153/7D1";"Фильтр масляный Mahle";"MAHLE FILTERS";"8";"2";"1";"10";"0";"5.05";"EUR"
"OX153/7D2";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"2";"2";"9";"5";"8.61";"EUR"
"OX153D2";"Фильтр масляный Mahle";"MAHLE FILTERS";"0";"0";"0";"1";"0";"5.20";"EUR"
"OX153D3";"Фильтр масляный Mahle MB Sprinter";"MAHLE FILTERS";"0";"0";"3";">10";"0";"4.41";"EUR"
"OX154/1D";"Фильтр масляный Mahle";"MAHLE FILTERS";"1";"1";"1";"3";"0";"5.10";"EUR"
"OX156D";"Фильтр масляный Mahle";"MAHLE FILTERS";"10";"0";"1";"4";"2";"5.91";"EUR"
"OX160D";"Фильтр масляный Mahle";"MAHLE FILTERS";"7";"1";"2";"6";"1";"7.02";"EUR"
"OX161D";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"1";"1";">10";"3";"5.23";"EUR"
"OX163/4D";"Фильтр масляный Mahle OX163/1D";"MAHLE FILTERS";"9";"0";"1";"0";"2";"5.08";"EUR"
"OX164D";"Фильтр масляный Mahle";"MAHLE FILTERS";"2";"0";"1";"6";"1";"7.51";"EUR"
"OX166/1D";"Фильтр масляный Mahle";"MAHLE FILTERS";"3";"0";"1";"2";"1";"4.79";"EUR"
"OX169D";"Фильтр масляный Mahle";"MAHLE FILTERS";"2";"0";"2";"1";"1";"7.02";"EUR"
"OX171/2D";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"4";"3";">10";"5";"5.63";"EUR"
"OX173/1D";"Фильтр масляный Mahle";"MAHLE FILTERS";"0";"0";"2";"0";"0";"3.38";"EUR"
"OX173D";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"2";"3";"5";"3";"3.77";"EUR"
"OX174D";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"4";"2";"3";"4";"6.30";"EUR"
"OX177/3D";"Фильтр масляный Mahle";"MAHLE FILTERS";"9";"0";"1";"5";"2";"8.76";"EUR"
"OX179D";"Фильтр масляный Mahle";"MAHLE FILTERS";"0";"0";"0";"0";"2";"6.72";"EUR"
"OX182D";"Фильтр масляный Mahle";"MAHLE FILTERS";"2";"0";"0";"2";"1";"3.62";"EUR"
"OX183/5D1";"OX183/1D OEKO Фильтр масляный Mahle";"MAHLE FILTERS";"0";"0";"1";"0";"0";"6.23";"EUR"
"OX188D";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"5";">10";">10";">10";"4.19";"EUR"
"OX191D";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"10";"2";">10";"6";"4.75";"EUR"
"OX192D";"Масляный фильтр";"MAHLE FILTERS";"2";"1";"1";"3";"1";"3.07";"EUR"
"OX193D";"Фильтр масляный Mahle";"MAHLE FILTERS";"0";"1";"0";"1";"0";"4.12";"EUR"
"OX196/1D";"Фильтр масляный Mahle";"MAHLE FILTERS";"2";"0";"0";"0";"1";"6.53";"EUR"
"OX196/1D1";"Масляный фильтр";"MAHLE FILTERS";"1";"0";"0";"0";"0";"6.46";"EUR"
"OX196/3D";"Фильтр масляный Mahle";"MAHLE FILTERS";"6";"2";"1";"2";"3";"7.41";"EUR"
"OX201D";"OX145/1D Фильтр масляный Mahle";"MAHLE FILTERS";">10";"0";"1";"3";"0";"4.74";"EUR"
"OX203D";"Фильтр масляный Mahle";"MAHLE FILTERS";"6";"4";"4";"5";"1";"3.77";"EUR"
"OX210D";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"3";"2";">10";"0";"6.53";"EUR"
"OX254D1";"Фильтр масляный Mahle";"MAHLE FILTERS";"2";"0";"0";"1";"0";"7.58";"EUR"
"OX339/2D";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"7";"7";">10";">10";"5.05";"EUR"
"OX345/7D";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"1";"1";">10";"5";"10.11";"EUR"
"OX34D";"Фильтр масляный Mahle";"MAHLE FILTERS";"0";"0";"0";"1";"0";"5.49";"EUR"
"OX350/4D";"OX350D Фильтр масляный Mahle";"MAHLE FILTERS";"6";"2";"1";"5";"2";"13.65";"EUR"
"OX351D";"Фильтр масляный Mahle";"MAHLE FILTERS";"1";"2";"2";"1";"0";"5.53";"EUR"
"OX353/7D";"Фильтр масляный Mahle OX353/3D";"MAHLE FILTERS";"4";"1";"0";"3";"0";"8.76";"EUR"
"OX354D";"Фильтр масляный Mahle";"MAHLE FILTERS";"1";"0";"1";"0";"1";"11.78";"EUR"
"OX355/3D";"Фильтр масляный Mahle";"MAHLE FILTERS";"0";"0";"0";"1";"0";"11.57";"EUR"
"OX356D";"Фильтр масляный Mahle";"MAHLE FILTERS";"0";"1";"0";"0";"0";"8.42";"EUR"
"OX359D";"Фильтр масляный Mahle";"MAHLE FILTERS";"3";"1";"0";"2";"1";"14.80";"EUR"
"OX360D";"Фильтр масляный Mahle";"MAHLE FILTERS";"4";"1";"2";"3";"0";"4.98";"EUR"
"OX367D";"Фильтр масляный Mahle";"MAHLE FILTERS";"6";"1";"1";"2";"1";"7.54";"EUR"
"OX370D";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"3";"2";"3";"8";"7.88";"EUR"
"OX371D";"Фильтр масляный Mahle";"MAHLE FILTERS";"0";"0";"2";"0";"0";"5.71";"EUR"
"OX377D";"Фильтр масляный Mahle";"MAHLE FILTERS";"9";"3";"1";"5";"2";"8.52";"EUR"
"OX379D";"Фильтр масляный Mahle";"MAHLE FILTERS";"7";"1";"3";"9";"4";"6.92";"EUR"
"OX380D";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"5";"4";">10";"0";"6.02";"EUR"
"OX381D";"Фильтр масляный Mahle";"MAHLE FILTERS";"9";"1";"1";"2";"1";"7.79";"EUR"
"OX382D";"Фильтр масляный Mahle";"MAHLE FILTERS";"1";"1";"0";"1";"0";"3.90";"EUR"
"OX383D";"Фильтр масляный Mahle";"MAHLE FILTERS";"0";"0";"0";"1";"0";"7.36";"EUR"
"OX384D";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"2";"0";"2";"2";"7.05";"EUR"
"OX386D";"Фильтр масляный Mahle";"MAHLE FILTERS";"0";"0";"0";"1";"0";"6.76";"EUR"
"OX387D";"Фильтр масляный Mahle";"MAHLE FILTERS";"5";"4";"2";"2";"1";"5.35";"EUR"
"OX388D";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"8";"7";">10";">10";"4.11";"EUR"
"OX389/1D";"Фильтр масляный Mahle";"MAHLE FILTERS";"5";"0";"0";"2";"1";"7.51";"EUR"
"OX38D";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"4";"2";">10";"2";"5.37";"EUR"
"OX39D";"Фильтр масляный Mahle";"MAHLE FILTERS";"1";"0";"0";"2";"1";"8.29";"EUR"
"OX413D1";"Фильтр масляный Mahle";"MAHLE FILTERS";"6";"2";"3";"3";"1";"4.52";"EUR"
"OX413D2";"Фильтр масляный Mahle";"MAHLE FILTERS";"1";"0";"0";"0";"0";"6.74";"EUR"
"OX414D1";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";">10";"1";">10";">10";"4.42";"EUR"
"OX415D";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"3";"1";"3";"1";"5.80";"EUR"
"OX416D1";"Фильтр масляный Mahle";"MAHLE FILTERS";"3";"0";"2";"4";"1";"3.90";"EUR"
"OX416D2";"Масляный фильтр";"MAHLE FILTERS";">10";"8";"3";"10";"4";"2.60";"EUR"
"OX418D";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"1";"2";"5";"2";"5.73";"EUR"
"OX41D";"Фильтр масляный Mahle";"MAHLE FILTERS";"0";"1";"1";"1";"0";"4.92";"EUR"
"OX420D";"Фильтр масляный Mahle";"MAHLE FILTERS";"4";"0";"1";"2";"2";"6.30";"EUR"
"OX424D";"Фильтр масляный Mahle";"MAHLE FILTERS";"8";"2";"3";"3";"4";"4.41";"EUR"
"OX436D";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"2";"2";"7";"2";"5.63";"EUR"
"OX441D";"Фильтр масляный Mahle";"MAHLE FILTERS";">10";"9";"3";">10";"3";"7.05";"EUR"
"OX553D";"Масляный фильтр";"MAHLE FILTERS";"1";"0";"0";"0";"0";"7.72";"EUR"
"OX556D";"Масляный фильтр";"MAHLE FILTERS";"0";"1";"0";"1";"0";"9.47";"EUR"
"OX560D";"Фильтр масляный Mahle";"MAHLE FILTERS";"1";"1";"0";"2";"0";"8.99";"EUR"
